Date,Avg_Sentiment
2022-05-11,0.03188396152788705
2022-05-12,0.07652128351865893
2022-05-13,0.16969256411801587
2022-05-14,-0.06095483619719744
2022-05-15,0.2056782075337001
2022-05-16,-0.023049033379980495
2022-05-17,0.08246540181777057
2022-05-18,-0.029106023884911573
2022-05-19,-0.0023943192102539707
2022-05-20,0.007898304826957135
2022-05-21,-0.07641063644908942
2022-05-22,0.041955086966635476
2022-05-23,0.07096204939095871
2022-05-24,0.0361083017688402
2022-05-25,0.1343612226191908
2022-05-26,0.2890157197103944
2022-05-27,0.3035566262444671
2022-05-28,0.11410459792110282
2022-05-29,0.23042038653759248
2022-05-30,0.17869905143413903
2022-05-31,0.23754077199576557
2022-06-01,0.14759610204592996
2022-06-02,0.26657003474235536
2022-06-03,-0.1213787310194261
2022-06-04,0.15322070895579823
2022-06-05,-0.03886991739273071
2022-06-06,0.04313032850623131
2022-06-07,0.18516922600661653
2022-06-08,0.15893635890063118
2022-06-09,0.24990104138851166
2022-06-10,0.11898579891177191
2022-06-11,0.27097797447984867
2022-06-12,0.13604865013024744
2022-06-13,0.03608547896146774
2022-06-14,0.22484393070821893
2022-06-15,0.19362168522043663
2022-06-16,0.033372131131944205
2022-06-17,0.02426127279013918
2022-06-18,0.10729043540500459
2022-06-19,0.2045714635598032
2022-06-20,0.26480595412708463
2022-06-21,0.33951587839560077
2022-06-22,0.1635523794256911
2022-06-23,-0.04186845933779692
2022-06-24,0.2303386628627777
2022-06-25,0.21912733986973762
2022-06-26,0.2758554353358898
2022-06-27,0.3216535721136176
2022-06-28,0.16184064658249125
2022-06-29,0.12251474484801292
2022-06-30,0.14719105811862201
2022-07-01,0.24969385485900075
2022-07-02,0.32558691783955224
2022-07-03,0.3324822555197046
2022-07-04,0.2597682646342686
2022-07-05,0.15954461381878965
2022-07-06,0.23439110204195365
2022-07-07,0.06335627384807753
2022-07-08,0.20009086267989978
2022-07-09,0.1841806233939478
2022-07-10,0.23926055811821145
2022-07-11,-0.062039196491241455
2022-07-12,0.06977333070395829
2022-07-13,0.06138332174704955
2022-07-14,0.09050287380814552
2022-07-15,0.209980094778365
2022-07-16,0.061154462609972274
2022-07-17,0.27861377667813075
2022-07-18,0.19522654481472507
2022-07-19,0.1580169105922783
2022-07-20,0.15197858602140915
2022-07-21,0.23940328093030344
2022-07-22,0.12042073542025031
2022-07-23,0.16132987663149834
2022-07-24,0.13830534262316568
2022-07-25,0.1511053740978241
2022-07-26,0.03413421778302444
2022-07-27,0.10952031801617335
2022-07-28,0.13158953320849073
2022-07-29,0.30873790580146715
2022-07-30,0.1391665392451816
2022-07-31,0.3124435369561358
2022-08-01,0.20427959196029172
2022-08-02,0.25816893474809055
2022-08-03,0.3444603213242122
2022-08-04,0.2971922478633013
2022-08-05,0.1510792778057306
2022-08-06,0.31809757606071587
2022-08-07,0.2605540957301855
2022-08-08,0.1684146746240481
2022-08-09,0.1428190958949755
2022-08-10,0.1275936931229094
2022-08-11,0.14518293173689592
2022-08-12,0.2584305535061191
2022-08-13,0.19745856220439328
2022-08-14,0.268609844148159
2022-08-15,0.17162513425425877
2022-08-16,0.16018460921405517
2022-08-17,0.04719934774481732
2022-08-18,0.17362770762132562
2022-08-19,0.356323101941277
2022-08-20,0.2887359552913242
2022-08-21,0.3697918515938979
2022-08-22,0.34374028623104097
2022-08-23,0.12090168237686157
2022-08-24,0.16408036117042815
2022-08-25,0.19716710481845157
2022-08-26,0.24003129307325785
2022-08-27,0.053028818277212286
2022-08-28,0.09649579272125706
2022-08-29,0.16318665599000864
2022-08-30,0.22118539319318883
2022-08-31,0.35018623201176524
2022-09-01,0.2926598772024497
2022-09-02,0.29954135976731777
2022-09-03,0.4790976473263332
2022-09-04,0.3149117600350153
2022-09-05,0.15222679717200144
2022-09-06,0.17554415326292921
2022-09-07,0.2223621801044164
2022-09-08,0.24803196368636665
2022-09-09,0.2971307936340872
2022-09-10,0.17404725583823952
2022-09-11,0.20793563734602044
2022-09-12,0.29812049865722656
2022-09-13,0.27455975135711774
2022-09-14,0.17435276480736556
2022-09-15,0.3569474867049684
2022-09-16,0.30650942795204394
2022-09-17,0.24933399374668413
2022-09-18,0.16166384714954304
2022-09-19,0.21147807953001438
2022-09-20,0.10360456101688338
2022-09-21,0.1353293419988067
2022-09-22,0.09899727946304414
2022-09-23,0.2429607697697573
2022-09-24,0.29133637794634193
2022-09-25,0.166596586505572
2022-09-26,0.18282163267334303
2022-09-27,0.28768697416081146
2022-09-28,0.27513519485791527
2022-09-29,0.08365238644182682
