Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Direction,Next_Day_Return,Avg_Sentiment,Sentiment_Category
2021-10-28,356.10333251953125,360.3333435058594,351.3999938964844,359.0133361816406,359.0133361816406,81639600,3.775074872979922,Up,3.431629436179362,0.2791296451091766,Positive
2021-10-29,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,371.3333435058594,89755200,3.431629436179362,Up,8.49102277797451,0.2849096851374106,Positive
2021-11-01,381.6666564941406,403.25,372.88665771484375,402.86334228515625,402.86334228515625,168146100,8.49102277797451,Up,-3.027499529203259,0.280081518308413,Positive
2021-11-02,386.4533386230469,402.86334228515625,382.0,390.6666564941406,390.6666564941406,128213400,-3.027499529203259,Down,3.5716738019734517,0.1307299779682624,Positive
2021-11-03,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,3.5716738019734517,Up,1.3222297879683653,0.267498407455591,Positive
2021-11-04,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,1.3222297879683653,Up,-0.6358169933862068,0.2735132961065177,Positive
2021-11-05,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,-0.6358169933862068,Down,-4.8400709533863,0.3327912674861008,Positive
2021-11-08,383.2633361816406,399.0,377.6666564941406,387.6466674804688,387.6466674804688,100337100,-4.8400709533863,Down,-11.990303254359858,0.1494907993600115,Positive
2021-11-09,391.2000122070313,391.5,337.17333984375,341.1666564941406,341.1666564941406,177317400,-11.990303254359858,Down,4.342945192962477,0.1191857734426337,Positive
2021-11-10,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,355.9833374023437,128408100,4.342945192962477,Up,-0.41575288246014086,0.1075404294268794,Positive
2021-11-11,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,354.5033264160156,67189800,-0.41575288246014086,Down,-2.829310201599211,0.1997929554901375,Positive
2021-11-12,349.1666564941406,351.5,339.7333374023437,344.47332763671875,344.47332763671875,76719300,-2.829310201599211,Down,-1.938224449936754,0.1885519478210183,Positive
2021-11-15,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,337.7966613769531,104326800,-1.938224449936754,Down,4.079376842602822,0.0912207738058456,Neutral
2021-11-16,334.4366760253906,352.3999938964844,334.0599975585937,351.57666015625,351.57666015625,79627200,4.079376842602822,Up,3.2501208284666294,0.1130610928516979,Positive
2021-11-17,354.5033264160156,373.21331787109375,351.8333435058594,363.0033264160156,363.0033264160156,94336200,3.2501208284666294,Up,0.6767610267700563,0.273505473822619,Positive
2021-11-18,368.8500061035156,370.6666564941406,358.3399963378906,365.4599914550781,365.4599914550781,62696700,0.6767610267700563,Up,3.7103918009204317,0.0771066402085125,Neutral
2021-11-19,366.2900085449219,379.5733337402344,364.23333740234375,379.0199890136719,379.0199890136719,64926900,3.7103918009204317,Up,1.7422122080461122,0.2386331085751696,Positive
2021-11-22,387.4433288574219,400.6499938964844,377.4766540527344,385.6233215332031,385.6233215332031,99217500,1.7422122080461122,Up,-4.135293272729212,0.2533598251400455,Positive
2021-11-23,389.1700134277344,393.5,354.2333374023437,369.6766662597656,369.6766662597656,108515100,-4.135293272729212,Down,0.6284772484400847,0.2131428408717352,Positive
2021-11-24,360.1300048828125,377.5899963378906,354.0,372.0,372.0,67680600,0.6284772484400847,Up,-3.0537595031082,0.1771195509604045,Positive
2021-11-26,366.489990234375,369.5933227539063,360.3333435058594,360.6400146484375,360.6400146484375,35042700,-3.0537595031082,Down,5.090022790022752,0.1356029181644834,Positive
2021-11-29,366.9966735839844,380.8900146484375,366.7300109863281,378.9966735839844,378.9966735839844,58393500,5.090022790022752,Up,0.6833823403773698,0.2522772817882066,Positive
2021-11-30,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,381.586669921875,81276000,0.6833823403773698,Up,-4.346763456194869,0.2445637285709381,Positive
2021-12-01,386.8999938964844,390.9466552734375,363.586669921875,365.0,365.0,68450400,-4.346763456194869,Down,-0.949773919092467,0.2206285844678464,Positive
2021-12-02,366.3533325195313,371.0,352.2166748046875,361.5333251953125,361.5333251953125,73114800,-0.949773919092467,Down,-6.419876077133225,0.2750954170679224,Positive
2021-12-03,361.5966796875,363.5266723632813,333.4033203125,338.3233337402344,338.3233337402344,92322000,-6.419876077133225,Down,-0.5872086315763081,0.180355058521287,Positive
2021-12-06,333.836669921875,340.5466613769531,316.8333435058594,336.336669921875,336.336669921875,81663000,-0.5872086315763081,Down,4.235837141187604,0.2375063935051793,Positive
2021-12-07,348.0666809082031,352.5566711425781,342.2699890136719,350.5833435058594,350.5833435058594,56084700,4.235837141187604,Up,1.6363195584229162,0.142185452426302,Positive
2021-12-08,350.9033203125,357.4599914550781,344.3333435058594,356.32000732421875,356.32000732421875,41906400,1.6363195584229162,Up,-6.095644581905246,0.2774232941515305,Positive
2021-12-09,353.5466613769531,354.163330078125,334.1199951171875,334.6000061035156,334.6000061035156,59438400,-6.095644581905246,Down,1.3179927022311633,0.0636441618482643,Neutral
2021-12-10,336.25,340.32666015625,327.510009765625,339.010009765625,339.010009765625,59664300,1.3179927022311633,Up,-4.977243020772959,0.2394177323087639,Positive
2021-12-13,333.6966552734375,335.0,317.1400146484375,322.1366577148437,322.1366577148437,78595500,-4.977243020772959,Down,-0.8174578197676308,0.2939870395895206,Positive
2021-12-14,315.0,322.1366577148437,310.0,319.5033264160156,319.5033264160156,70806300,-0.8174578197676308,Down,1.8236618133556703,0.0935653024598171,Neutral
2021-12-15,317.7366638183594,326.25,309.4166564941406,325.3299865722656,325.3299865722656,75169200,1.8236618133556703,Up,-5.027713279025869,0.2964955702716229,Positive
2021-12-16,331.5,331.6600036621094,307.2833251953125,308.97332763671875,308.97332763671875,82771500,-5.027713279025869,Down,0.6095449446181567,0.1340032687835526,Positive
2021-12-17,304.92333984375,320.2200012207031,303.0133361816406,310.8566589355469,310.8566589355469,100437300,0.6095449446181567,Up,-3.498927121736173,0.2452162084853754,Positive
2021-12-20,303.5666809082031,307.2300109863281,297.7966613769531,299.9800109863281,299.9800109863281,56480100,-3.498927121736173,Down,4.288056302579579,0.2448835358315823,Positive
2021-12-21,305.6233215332031,313.1666564941406,295.3733215332031,312.84332275390625,312.84332275390625,71517900,4.288056302579579,Up,7.494705523716627,0.2481342849193834,Positive
2021-12-22,321.8866577148437,338.5533447265625,319.01666259765625,336.2900085449219,336.2900085449219,93634200,7.494705523716627,Up,5.761886305530961,0.2658038435581915,Positive
2021-12-23,335.6000061035156,357.6600036621094,332.5199890136719,355.6666564941406,355.6666564941406,92713200,5.761886305530961,Up,2.524839149906688,0.2730685023518351,Positive
2021-12-27,357.8900146484375,372.3333435058594,356.9066772460937,364.6466674804688,364.6466674804688,71145900,2.524839149906688,Up,-0.500027534279357,0.4210463045486088,Positive
2021-12-28,369.8299865722656,373.0,359.47332763671875,362.8233337402344,362.8233337402344,60324000,-0.500027534279357,Down,-0.20947102761840197,0.3068633607455662,Positive
2021-12-29,366.21331787109375,368.0,354.7133178710937,362.0633239746094,362.0633239746094,56154000,-0.20947102761840197,Down,-1.4592268383646134,0.2372869267435131,Positive
2021-12-30,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,356.7799987792969,47040900,-1.4592268383646134,Down,-1.2668840823859995,0.1076058093609848,Positive
2021-12-31,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,352.260009765625,40733700,-1.2668840823859995,Down,13.53166841897706,0.2773337755352258,Positive
2022-01-03,382.5833435058594,400.3566589355469,378.6799926757813,399.9266662597656,399.9266662597656,103931400,13.53166841897706,Up,-4.1832696836128,0.3328614768842144,Positive
2022-01-04,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,383.1966552734375,100248300,-4.1832696836128,Down,-5.347121367683638,0.1445894019944327,Positive
2022-01-05,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,362.7066650390625,80119800,-5.347121367683638,Down,-2.152337383085412,0.1571606478907845,Positive
2022-01-06,359.0,362.6666564941406,340.1666564941406,354.8999938964844,354.8999938964844,90336600,-2.152337383085412,Down,-3.5446567451716815,0.2667886884803446,Positive
2022-01-07,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,342.32000732421875,84164700,-3.5446567451716815,Down,3.034195341380186,0.1384689066145155,Positive
2022-01-10,333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,352.7066650390625,91815000,3.034195341380186,Up,0.5935024657598653,0.2777642995119095,Positive
2022-01-11,351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,354.79998779296875,66063300,0.5935024657598653,Up,3.9289748931841784,0.2202826891470393,Positive
2022-01-12,359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,368.739990234375,83739000,3.9289748931841784,Up,-6.749107331435766,0.2494659608318692,Positive
2022-01-13,369.6900024414063,371.8666687011719,342.17999267578125,343.85333251953125,343.85333251953125,97209900,-6.749107331435766,Down,1.7497758575059086,0.0790454871379412,Neutral
2022-01-14,339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,349.8699951171875,72924300,1.7497758575059086,Up,-1.819724123253097,0.2593549544825875,Positive
2022-01-18,342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,343.5033264160156,66743400,-1.819724123253097,Down,-3.38278969185718,0.19485261313843,Positive
2022-01-19,347.2366638183594,351.5566711425781,331.6666564941406,331.8833312988281,331.8833312988281,75442500,-3.38278969185718,Down,0.06227038828787723,0.1576847543220708,Positive
2022-01-20,336.57666015625,347.2200012207031,331.3333435058594,332.0899963378906,332.0899963378906,70488600,0.06227038828787723,Up,-5.256606712507206,0.2163757329376844,Positive
2022-01-21,332.11334228515625,334.8500061035156,313.5,314.6333312988281,314.6333312988281,103416000,-5.256606712507206,Down,-1.4726129872195681,-0.0072182263218381,Neutral
2022-01-24,301.586669921875,311.1700134277344,283.8233337402344,310.0,310.0,151565700,-1.4726129872195681,Down,-1.2473124842489969,0.1808893133590861,Positive
2022-01-25,304.7333374023437,317.086669921875,301.07000732421875,306.1333312988281,306.1333312988281,86595900,-1.2473124842489969,Down,2.069905258271132,0.1878159370771639,Positive
2022-01-26,317.4766540527344,329.2300109863281,302.0,312.4700012207031,312.4700012207031,104867400,2.069905258271132,Up,-11.554175561970448,0.2867919747616834,Positive
2022-01-27,311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,276.3666687011719,147109500,-11.554175561970448,Down,2.0805692766870276,0.06952015200042,Neutral
2022-01-28,277.1866760253906,285.8333435058594,264.0033264160156,282.1166687011719,282.1166687011719,134789100,2.0805692766870276,Up,10.677611383930952,0.1965002621558898,Positive
2022-01-31,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,312.239990234375,104436000,10.677611383930952,Up,-0.5839526637397507,0.3321980706608022,Positive
2022-02-01,311.7366638183594,314.5666809082031,301.6666564941406,310.4166564941406,310.4166564941406,73138200,-0.5839526637397507,Down,-2.7479191598914543,0.0385445317155436,Neutral
2022-02-02,309.3933410644531,310.5,296.4700012207031,301.8866577148437,301.8866577148437,66792900,-2.7479191598914543,Down,-1.6032495024878912,0.0853280602023005,Neutral
2022-02-03,294.0,312.3333435058594,293.50665283203125,297.0466613769531,297.0466613769531,78855600,-1.6032495024878912,Down,3.611110968421327,0.0456256628036499,Neutral
2022-02-04,299.0733337402344,312.1666564941406,293.72332763671875,307.7733459472656,307.7733459472656,73625400,3.611110968421327,Up,-1.730718642133755,0.2300643435230961,Positive
2022-02-07,307.92999267578125,315.92333984375,300.9033203125,302.4466552734375,302.4466552734375,60994500,-1.730718642133755,Down,1.61571905234128,0.0739294933267386,Neutral
2022-02-08,301.84332275390625,308.7633361816406,298.26666259765625,307.3333435058594,307.3333435058594,50729100,1.61571905234128,Up,1.0845920427172029,0.2832038475708528,Positive
2022-02-09,311.6666564941406,315.42333984375,306.6666564941406,310.6666564941406,310.6666564941406,52259400,1.0845920427172029,Up,-2.945277101746824,0.1443871732415824,Positive
2022-02-10,302.7900085449219,314.60333251953125,298.8999938964844,301.51666259765625,301.51666259765625,66126900,-2.945277101746824,Down,-4.9251029696264155,0.076171256163541,Neutral
2022-02-11,303.2099914550781,305.32000732421875,283.5666809082031,286.6666564941406,286.6666564941406,79645800,-4.9251029696264155,Down,1.8325664372135009,0.1336486712850705,Positive
2022-02-14,287.19000244140625,299.6266784667969,284.3833312988281,291.9200134277344,291.9200134277344,67756500,1.8325664372135009,Up,5.329076428276847,0.1739990073337889,Positive
2022-02-15,300.0,307.6666564941406,297.7933349609375,307.4766540527344,307.4766540527344,57286200,5.329076428276847,Up,0.10407532409399955,0.2607560181482272,Positive
2022-02-16,304.6833190917969,308.8099975585937,300.4033203125,307.7966613769531,307.7966613769531,51294300,0.10407532409399955,Up,-5.094269900666093,0.1777332623799642,Positive
2022-02-17,304.4200134277344,306.1666564941406,291.3666687011719,292.1166687011719,292.1166687011719,55178400,-5.094269900666093,Down,-2.210303529672075,0.0671604868828081,Neutral
2022-02-18,295.3333435058594,295.6233215332031,279.2033386230469,285.6600036621094,285.6600036621094,68501700,-2.210303529672075,Down,-4.136624223452856,0.2227827159797444,Positive
2022-02-22,278.0433349609375,285.57666015625,267.0333251953125,273.84332275390625,273.84332275390625,83288100,-4.136624223452856,Down,-6.997917599526948,0.1473845622493225,Positive
2022-02-23,276.8099975585937,278.4333190917969,253.5200042724609,254.67999267578125,254.67999267578125,95256900,-6.997917599526948,Down,4.807345500262783,0.040178620196008,Neutral
2022-02-24,233.4633331298828,267.49334716796875,233.3333282470703,266.92333984375,266.92333984375,135322200,4.807345500262783,Up,1.1364031324829549,-0.002185046391667,Neutral
2022-02-25,269.74334716796875,273.1666564941406,260.79998779296875,269.9566650390625,269.9566650390625,76067700,1.1364031324829549,Up,7.477746853358713,0.21609222791234,Positive
2022-02-28,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,290.1433410644531,99006900,7.477746853358713,Up,-0.6962143345558558,0.2567511354256602,Positive
2022-03-01,289.8933410644531,296.6266784667969,284.59332275390625,288.1233215332031,288.1233215332031,74766900,-0.6962143345558558,Down,1.7955297114516489,0.3083650877601222,Positive
2022-03-02,290.7099914550781,295.49334716796875,281.42333984375,293.2966613769531,293.2966613769531,74643300,1.7955297114516489,Up,-4.614210448825773,0.1308566379821163,Positive
2022-03-03,292.92333984375,295.4800109863281,277.5333251953125,279.7633361816406,279.7633361816406,61623600,-4.614210448825773,Down,-0.11915196265851469,0.0863922513193554,Neutral
2022-03-04,283.0333251953125,285.2166748046875,275.0533447265625,279.42999267578125,279.42999267578125,66999600,-0.11915196265851469,Down,-4.021280504200253,0.1870693862438202,Positive
2022-03-07,285.4333190917969,288.7133178710937,268.19000244140625,268.1933288574219,268.1933288574219,72494100,-4.021280504200253,Down,2.463394210323222,0.1851729690319015,Positive
2022-03-08,265.1766662597656,283.3299865722656,260.72332763671875,274.79998779296875,274.79998779296875,80399100,2.463394210323222,Up,4.193357517885765,0.0832790162893805,Neutral
2022-03-09,279.82666015625,286.85333251953125,277.336669921875,286.3233337402344,286.3233337402344,59184000,4.193357517885765,Up,-2.4063755330148706,0.2555751755487087,Positive
2022-03-10,283.8166809082031,284.8166809082031,270.1199951171875,279.4333190917969,279.4333190917969,58648500,-2.4063755330148706,Down,-5.12345859010529,0.1506170069470125,Positive
2022-03-11,280.0666809082031,281.26666259765625,264.5899963378906,265.1166687011719,265.1166687011719,67037100,-5.12345859010529,Down,-3.6436802368687404,0.0819732594363232,Neutral
2022-03-14,260.2033386230469,266.8999938964844,252.01333618164065,255.4566650390625,255.4566650390625,71152200,-3.6436802368687404,Down,4.634835554625338,0.1292256313435574,Positive
2022-03-15,258.42333984375,268.5233459472656,252.19000244140625,267.2966613769531,267.2966613769531,66841200,4.634835554625338,Up,4.781204042527865,0.1128294937538378,Positive
2022-03-16,269.6666564941406,280.6666564941406,267.4200134277344,280.07666015625,280.07666015625,84028800,4.781204042527865,Up,3.7335010469022656,0.1621993627490067,Positive
2022-03-17,276.9966735839844,291.6666564941406,275.239990234375,290.5333251953125,290.5333251953125,66582900,3.7335010469022656,Up,3.876779427650434,0.1587254217377415,Positive
2022-03-18,291.4966735839844,302.6166687011719,289.1300048828125,301.7966613769531,301.7966613769531,100414200,3.876779427650434,Up,1.7417963888751054,0.3504524587131128,Positive
2022-03-21,304.99334716796875,314.2833251953125,302.36334228515625,307.0533447265625,307.0533447265625,81981600,1.7417963888751054,Up,7.9052437781791385,0.2456403564323078,Positive
2022-03-22,310.0,332.6199951171875,307.25,331.32666015625,331.32666015625,105868500,7.9052437781791385,Up,0.5161136057840299,0.3739931163711285,Positive
2022-03-23,326.64666748046875,346.8999938964844,325.4666748046875,333.03668212890625,333.03668212890625,120676200,0.5161136057840299,Up,1.4823128420135223,0.3526458934296009,Positive
2022-03-24,336.57666015625,341.4966735839844,329.6000061035156,337.97332763671875,337.97332763671875,68920800,1.4823128420135223,Up,-0.3234937980317265,0.2326838091015815,Positive
2022-03-25,336.0,340.6000061035156,332.44000244140625,336.8800048828125,336.8800048828125,62031600,-0.3234937980317265,Down,8.034507836118209,0.3332408830523491,Positive
2022-03-28,355.0333251953125,365.9599914550781,351.20001220703125,363.9466552734375,363.9466552734375,102506100,8.034507836118209,Up,0.7079858095940583,0.2438663659351212,Positive
2022-03-29,369.3299865722656,371.5899963378906,357.7033386230469,366.5233459472656,366.5233459472656,73614900,0.7079858095940583,Up,-0.507475414515135,0.2494455344468644,Positive
2022-03-30,363.7233276367188,371.3166809082031,361.3333435058594,364.663330078125,364.663330078125,59865000,-0.507475414515135,Down,-1.4981813142339484,0.2172779009050252,Positive
2022-03-31,364.8566589355469,367.71331787109375,358.8800048828125,359.20001220703125,359.20001220703125,48992700,-1.4981813142339484,Down,0.6486599368272561,0.3519296814566073,Positive
2022-04-01,360.3833312988281,364.9166564941406,355.5466613769531,361.5299987792969,361.5299987792969,54263100,0.6486599368272561,Up,5.611341298759176,0.2632633046766298,Positive
2022-04-04,363.1266784667969,383.3033447265625,357.510009765625,381.8166809082031,381.8166809082031,82035900,5.611341298759176,Up,-4.730897154420111,0.2957550896839662,Positive
2022-04-05,378.76666259765625,384.2900085449219,362.4333190917969,363.7533264160156,363.7533264160156,80075100,-4.730897154420111,Down,-4.169489429436835,0.1651714042361293,Positive
2022-04-06,357.8233337402344,359.6666564941406,342.5666809082031,348.586669921875,348.586669921875,89348400,-4.169489429436835,Down,1.0996816105212748,0.2533531747758388,Positive
2022-04-07,350.7966613769531,358.86334228515625,340.5133361816406,352.4200134277344,352.4200134277344,79447200,1.0996816105212748,Up,-3.004944796541842,0.3176931231800053,Positive
2022-04-08,347.7366638183594,349.4800109863281,340.8133239746094,341.8299865722656,341.8299865722656,55013700,-3.004944796541842,Down,-4.832808607380468,0.4289446653666832,Positive
2022-04-11,326.79998779296875,336.1566772460937,324.8800048828125,325.3099975585937,325.3099975585937,59357100,-4.832808607380468,Down,1.1291813566499442,0.1844313328082744,Positive
2022-04-12,332.5466613769531,340.39666748046875,325.5333251953125,328.9833374023437,328.9833374023437,65976000,1.1291813566499442,Up,3.5888356035912894,0.1850627283466623,Positive
2022-04-13,327.02667236328125,342.0799865722656,324.3666687011719,340.7900085449219,340.7900085449219,55121100,3.5888356035912894,Up,-3.655231880843268,0.1943455710169974,Positive
2022-04-14,333.0966796875,337.57000732421875,327.39666748046875,328.3333435058594,328.3333435058594,58422300,-3.655231880843268,Down,1.9583733431163042,0.0387618090520357,Neutral
2022-04-18,329.6766662597656,338.3066711425781,324.4700012207031,334.7633361816406,334.7633361816406,51715200,1.9583733431163042,Up,2.3758093445249484,0.1358735747983522,Positive
2022-04-19,335.0199890136719,344.9800109863281,331.77667236328125,342.7166748046875,342.7166748046875,49847700,2.3758093445249484,Up,-4.955503671370098,0.0375058878328382,Neutral
2022-04-20,343.3333435058594,344.6666564941406,325.0833435058594,325.7333374023437,325.7333374023437,70711200,-4.955503671370098,Down,3.2316840662455215,0.2511580743959972,Positive
2022-04-21,358.24334716796875,364.0733337402344,332.1400146484375,336.260009765625,336.260009765625,105416400,3.2316840662455215,Up,-0.3697576672395231,0.1428036753413746,Positive
2022-04-22,338.3033447265625,344.95001220703125,331.3333435058594,335.01666259765625,335.01666259765625,69696600,-0.3697576672395231,Down,-0.6994645387893739,0.091884298544181,Neutral
2022-04-25,326.3233337402344,336.2066650390625,325.1000061035156,332.67333984375,332.67333984375,68341200,-0.6994645387893739,Down,-12.184121881948872,0.1873254911639751,Positive
2022-04-26,331.8099975585937,333.3333435058594,291.6666564941406,292.1400146484375,292.1400146484375,136133700,-12.184121881948872,Down,0.5807678470473254,0.0430139510587613,Neutral
2022-04-27,299.52667236328125,306.0,292.4533386230469,293.836669921875,293.836669921875,76956300,0.5807678470473254,Up,-0.4537702888526063,0.0944625432413768,Neutral
2022-04-28,299.99334716796875,300.0,273.8999938964844,292.5033264160156,292.5033264160156,124948500,-0.4537702888526063,Down,-0.7692220213591394,0.1450170477231343,Positive
2022-04-29,300.75,311.4666748046875,290.0,290.2533264160156,290.2533264160156,88133100,-0.7692220213591394,Down,3.6956284714332988,0.1358956492275273,Positive
2022-05-02,286.92333984375,302.1199951171875,282.6766662597656,300.9800109863281,300.9800109863281,75781500,3.6956284714332988,Up,0.6988279761963367,0.1528456702973078,Positive
2022-05-03,301.0599975585937,308.02667236328125,296.1966552734375,303.0833435058594,303.0833435058594,63709500,0.6988279761963367,Up,4.769864576468552,0.2157206501759274,Positive
2022-05-04,301.3133239746094,318.5,295.09332275390625,317.5400085449219,317.5400085449219,81643800,4.769864576468552,Up,-8.328615317548016,0.1252769631274203,Positive
2022-05-05,313.00665283203125,315.20001220703125,285.8999938964844,291.09332275390625,291.09332275390625,92519100,-8.328615317548016,Down,-0.8737180698190294,0.0108185822915549,Neutral
2022-05-06,295.6666564941406,296.0,281.03668212890625,288.54998779296875,288.54998779296875,72903000,-0.8737180698190294,Down,-9.07294880724968,0.2581413328166931,Positive
2022-05-09,278.8166809082031,281.8766784667969,260.3833312988281,262.3699951171875,262.3699951171875,90810300,-9.07294880724968,Down,1.6427173986372612,0.1297371709346771,Positive
2022-05-10,273.10333251953125,275.1199951171875,258.0833435058594,266.67999267578125,266.67999267578125,84401700,1.6427173986372612,Up,-8.254582843646041,0.1092216282674711,Positive
2022-05-11,265.0,269.92333984375,242.3999938964844,244.6666717529297,244.6666717529297,97224600,-8.254582843646041,Down,-0.8174386751047313,0.031883961527887,Neutral
2022-05-12,233.6666717529297,253.22000122070312,226.6666717529297,242.6666717529297,242.6666717529297,140313000,-0.8174386751047313,Down,5.712909369145702,0.0765212835186589,Neutral
2022-05-13,257.82666015625,262.45001220703125,250.52333068847656,256.5299987792969,256.5299987792969,92150700,5.712909369145702,Up,-5.875856161837268,0.1696925641180158,Positive
2022-05-16,255.72000122070312,256.586669921875,239.69667053222656,241.4566650390625,241.4566650390625,86098500,-5.875856161837268,Down,5.141017778952928,-0.0230490333799804,Neutral
2022-05-17,249.1199951171875,254.82666015625,242.9499969482422,253.8699951171875,253.8699951171875,80236200,5.141017778952928,Up,-6.801379812405905,0.0824654018177705,Neutral
2022-05-18,248.17333984375,253.5,233.60333251953125,236.60333251953125,236.60333251953125,87811800,-6.801379812405905,Down,-0.054946344765349764,-0.0291060238849115,Neutral
2022-05-19,235.6666717529297,244.6666717529297,231.3699951171875,236.47332763671875,236.47332763671875,90296700,-0.054946344765349764,Down,-6.416505716141863,-0.0023943192102539,Neutral
2022-05-20,237.9966735839844,240.52667236328125,211.0,221.3000030517578,221.3000030517578,144973200,-6.416505716141863,Down,1.656871415985961,0.0078983048269571,Neutral
2022-05-23,218.33999633789065,226.65333557128903,212.6866607666016,224.96665954589844,224.96665954589844,88903500,1.656871415985961,Up,-6.925464690507588,0.0709620493909587,Neutral
2022-05-24,217.8433380126953,217.97332763671875,206.856674194336,209.3866729736328,209.3866729736328,89092500,-6.925464690507588,Down,4.877737911795799,0.0361083017688402,Neutral
2022-05-25,207.9499969482422,223.106674194336,207.6699981689453,219.6000061035156,219.6000061035156,92139300,4.877737911795799,Up,7.427138936829292,0.1343612226191908,Positive
2022-05-26,220.47332763671875,239.55667114257807,217.8866729736328,235.91000366210932,235.91000366210932,106003200,7.427138936829292,Up,7.3333062537426,0.2890157197103944,Positive
2022-05-27,241.0833282470703,253.26666259765625,240.1766662597656,253.2100067138672,253.2100067138672,89295000,7.3333062537426,Up,-0.1803563389055407,0.3035566262444671,Positive
